created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,quoted_status_id,quoted_status_id_str,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id
Mon Feb 27 10:15:17 +0000 2023,1630149566023495681,1630149566023495681,"@FightHaven This happened on the 5th of September 2020 in the city of Groningen in the Northeast of the Netherlands. This is a fight between football/soccer supporters of FC Groningen and German football club DSC Arminia Bielefeld.

Ten Germans were later convicted to pay fines, 

1/",False,"[12, 284]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6300853189375754e+18,1630085318937575430,3939574932.0,3939574932,FightHaven,,,,,False,,,4,84,False,False,,en,en,recent,1241846614895009795,1241846614895009795,"Carlos da Glória, Gen-X Representative",CarlosdaGlria1,"Ghent, Belgium",,,,[],False,565,1716,3,Sun Mar 22 21:58:11 +0000 2020,14208,,,False,False,30418,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1504807779806158850/tFVdvizt_normal.jpg,https://pbs.twimg.com/profile_images/1504807779806158850/tFVdvizt_normal.jpg,https://pbs.twimg.com/profile_banners/1241846614895009795/1670799461,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Feb 27 09:03:19 +0000 2023,1630131453240410113,1630131453240410113,@kenya_shakur @FightHaven Arminia Bielefeld (Germany) and FC Groningen (Netherlands) both sets fans fighting before/after a football match.,False,"[26, 139]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6301157201463583e+18,1630115720146358272,1599307848.0,1599307848,kenya_shakur,,,,,False,,,0,1,False,False,,en,en,recent,239144131,239144131,Gareth Owen,GOwen1878,Liverpool,Self employed painter @gcapainters,,,[],False,1487,1362,37,Sun Jan 16 22:57:16 +0000 2011,4876,,,True,False,41250,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1160120835849498624/zl0K_3qB_normal.jpg,https://pbs.twimg.com/profile_images/1160120835849498624/zl0K_3qB_normal.jpg,https://pbs.twimg.com/profile_banners/239144131/1505660080,0084B4,FFFFFF,C0DFEC,333333,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Feb 27 08:51:45 +0000 2023,1630128542192218114,1630128542192218114,@Ecoguy8 @IanHaasde @RobMar915 @FightHaven No. FC Groningen vs Arminia Bielefeld back in 2020.,False,"[43, 94]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6301265043728466e+18,1630126504372846592,1.3704746131934454e+18,1370474613193445376,Ecoguy8,,,,,False,,,0,1,False,False,,en,en,recent,110297537,110297537,حسن,thecableguy313,The Netherlands,,,,[],False,190,239,1,Mon Feb 01 02:13:46 +0000 2010,2026,,,True,False,6276,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1631438724801126402/VDjsOyHF_normal.jpg,https://pbs.twimg.com/profile_images/1631438724801126402/VDjsOyHF_normal.jpg,https://pbs.twimg.com/profile_banners/110297537/1582793001,CC5A2D,FFE100,121A59,FFFFFF,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Feb 27 07:29:52 +0000 2023,1630107936407126018,1630107936407126018,@bazzaz_jay @FightHaven No it’s FC Groningen and Arminia Bielefeld fans before a friendly match 🤣 https://t.co/JZs4ofKBUP,False,"[24, 121]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6300896034439905e+18,1630089603443990530,9.484570525815276e+17,948457052581527552,bazzaz_jay,,,,,False,,,0,0,False,False,False,en,en,recent,290654055,290654055,frdkmmng,elfredo0,Winschoten,,,,[],False,130,856,1,Sat Apr 30 17:16:20 +0000 2011,1008,,,True,False,524,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1619229284991647744/tDyMygGy_normal.jpg,https://pbs.twimg.com/profile_images/1619229284991647744/tDyMygGy_normal.jpg,https://pbs.twimg.com/profile_banners/290654055/1471963742,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Feb 26 15:09:00 +0000 2023,1629861094658375680,1629861094658375680,"Sunday, 26022023 13:30CET #ArminiaBielefeld 0-1 #Heidenheim1FC #GameResults https://t.co/n6qohQuxmv",False,"[0, 99]","<a href=""http://www.footballresults247.com/"" rel=""nofollow"">Football Results</a>",,,,,,,,,,False,,,0,0,False,False,False,en,en,recent,467837216,467837216,Footballresults,Footballresult3,Web,"Football results today, football results yesterday, league standings, league statistics. Be informed.",http://t.co/09OuqQumwd,"[{'url': 'http://t.co/09OuqQumwd', 'expanded_url': 'http://www.footballresults247.com/', 'display_url': 'footballresults247.com', 'indices': [0, 22]}]",[],False,1280,31,179,Wed Jan 18 22:13:42 +0000 2012,0,,,False,False,469419,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1764967682/twitter_football_results_normal.jpg,https://pbs.twimg.com/profile_images/1764967682/twitter_football_results_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Feb 26 15:03:03 +0000 2023,1629859596570353666,1629859596570353666,"🇩🇪 2. Bundesliga

Theo Corbeanu entered in the 89th minute for Arminia Bielefeld in a 1-0 loss this morning against Heidenheim.

#CanMNT | #CanucksAbroad https://t.co/xr8PRWcGAT",False,"[0, 153]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,True,1.6298503219240223e+18,1629850321924022273,0,1,False,False,False,en,en,recent,109318851,109318851,Canucks Abroad,Canucks_Abroad,Canada 🇨🇦,"Following the fortunes of Canadian soccer players abroad, @CA_AtHome + @CA_AtSchool — also run the @CA_SoccerChat! 📧: canucksabroadsoccer@gmail.com | DMs open",https://t.co/fDo8TbwRUV,"[{'url': 'https://t.co/fDo8TbwRUV', 'expanded_url': 'http://linktr.ee/CanucksAbroad', 'display_url': 'linktr.ee/CanucksAbroad', 'indices': [0, 23]}]",[],False,8521,2544,139,Thu Jan 28 17:25:57 +0000 2010,12088,,,True,False,92500,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1626327921055899649/BDs7dzja_normal.jpg,https://pbs.twimg.com/profile_images/1626327921055899649/BDs7dzja_normal.jpg,https://pbs.twimg.com/profile_banners/109318851/1676581778,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],Sun Feb 26 14:26:12 +0000 2023,1.6298503219240223e+18,1629850321924022273,"Schluss, wir verlieren 0:1 gegen den @FCH1846.
#DSCFCH https://t.co/RqTugYkTCu",False,"[0, 54]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,85852009.0,85852009,DSC Arminia Bielefeld,arminia,"Bielefeld, Ostwestfalen",Der offizielle Twitter-Kanal des ostwestfälischen Bundesliga-Rekordaufsteigers! 🖤🤍💙 International channel: @arminia_int 🌍 #immerdabei,https://t.co/gEr8iEmsNE,"[{'url': 'https://t.co/gEr8iEmsNE', 'expanded_url': 'https://www.arminia.de/', 'display_url': 'arminia.de', 'indices': [0, 23]}]",[],False,96357.0,304.0,790.0,Wed Oct 28 16:19:49 +0000 2009,2700.0,,,True,True,44807.0,,False,False,False,005193,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,True,http://pbs.twimg.com/profile_images/1409605397292400642/NMVJNbsA_normal.png,https://pbs.twimg.com/profile_images/1409605397292400642/NMVJNbsA_normal.png,https://pbs.twimg.com/profile_banners/85852009/1658246396,005193,FFFFFF,A0C5C7,1C52D9,True,True,False,False,False,False,False,none,[],,,,,False,0.0,79.0,False,False,False,de,,,,,,,,,,,
Sun Feb 26 14:45:18 +0000 2023,1629855130215489538,1629855130215489538,"2.#Bundesliga 🇩🇪
Arminia Bielefeld-Heidenheim 0-1
Hannover-Magdeburg 1-2
St.Pauli-Hansa Rostock 1-0

league table (top5)
1⃣ Darmstadt 49
2⃣ Hamburger SV 45
3⃣ Heidenheim 43
4⃣ Paderborn 39
5⃣ Kaiserslautern 38
#calcio #football https://t.co/Jd7iEjTrLI",False,"[0, 227]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,,,0,0,False,False,False,en,en,recent,2954829387,2954829387,SportRisultati,SportRisultati,,Risultati da tutti gli sport del mondo (o quasi...),,,[],False,588,203,113,Thu Jan 01 14:26:16 +0000 2015,19,,,False,False,156039,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/550711772546490368/zXpdamoo_normal.jpeg,https://pbs.twimg.com/profile_images/550711772546490368/zXpdamoo_normal.jpeg,https://pbs.twimg.com/profile_banners/2954829387/1420127520,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Feb 26 14:28:58 +0000 2023,1629851018275049477,1629851018275049477,"Arminia Bielefeld - 1. FC Heidenheim
📺 Watch all the videos of this match here:
https://t.co/P3bucBX7tm
#SofaScore #ARM #FCH",False,"[0, 124]","<a href=""https://goals.zone"" rel=""nofollow"">goals__zone</a>",,,,,,,,,,False,,,0,0,False,False,False,en,en,recent,1576286998066765827,1576286998066765827,goals.zone,goals__zone,,,,,[],False,3059,17,17,Sat Oct 01 19:04:46 +0000 2022,0,,,False,False,13631,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1576287458349793282/ivy9wcCI_normal.jpg,https://pbs.twimg.com/profile_images/1576287458349793282/ivy9wcCI_normal.jpg,https://pbs.twimg.com/profile_banners/1576286998066765827/1664652398,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Feb 26 14:01:07 +0000 2023,1629844007810465793,1629844007810465793,"The Arminia Bielefeld v FC Heidenheim results in for the OVER 0.5 GOALS tip

The free football prediction WON? FOLLOW for soccer predictions, inplay football betting tips

InPlay Alerts,inplay football stats from: BetBugler",False,"[0, 223]","<a href=""https://www.bfbotmanager.com"" rel=""nofollow"">Bf Bot Manager</a>",,,,,,,,,,False,,,0,0,False,False,,en,en,recent,1367633771059703810,1367633771059703810,BetBugler - Free Live Score InPlay Football Tips,BetBugler,Free Football Tips & Stats →,"18/21+ Only 🔞 https://t.co/IHyOoTURT2

⚽ Free InPlay Tips ⚽ Powered by Live Stats Betting Data ⚽

💸🏆PREMIUM CHANNEL ⏩ https://t.co/BMFPyVaggm🏆💸
'",https://t.co/BnSNWAQK68,"[{'url': 'https://t.co/BnSNWAQK68', 'expanded_url': 'https://betbugler.com', 'display_url': 'betbugler.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/IHyOoTURT2', 'expanded_url': 'http://Gambleaware.co.uk', 'display_url': 'Gambleaware.co.uk', 'indices': [14, 37]}, {'url': 'https://t.co/BMFPyVaggm', 'expanded_url': 'https://t.me/BetBugler_Subcriptions_bot', 'display_url': 't.me/BetBugler_Subc…', 'indices': [118, 141]}]",False,1329,0,6,Fri Mar 05 00:31:33 +0000 2021,241,,,False,False,10311,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1443288299863482371/unYS4rZg_normal.jpg,https://pbs.twimg.com/profile_images/1443288299863482371/unYS4rZg_normal.jpg,https://pbs.twimg.com/profile_banners/1367633771059703810/1632942010,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Feb 26 13:57:28 +0000 2023,1629843092311351301,1629843092311351301,"🚨 #INPLAY TIP 🚨

🇩🇪  Arminia Bielefeld vs. Heidenheim
⚽️ Over 0.5
💰 1u @ 2.02

Bielefeld haven't had a 0-0 this season in 22 games &amp; had 10 shots &amp; 0.70 expected goals. Both teams score a decent amount late - 21% &amp; 28% in the last 15.

#GamblingTwitter #FreePlays #FreePicks",False,"[0, 286]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,,,0,3,False,False,,en,en,recent,1509142370658533377,1509142370658533377,Inplay Soccer Bets,inplaysoccerbet,"London, England",Inplay soccer betting specialist. 1 Unit Football tips on Pinnacle. Bet Tracker 👇,https://t.co/t7ydpLVnqT,"[{'url': 'https://t.co/t7ydpLVnqT', 'expanded_url': 'https://docs.google.com/spreadsheets/d/17nv4DZ-wwQAOtDd_ZsJdr5SvbSxnJM1cixjdqeKDcCE/edit#gid=1267089', 'display_url': 'docs.google.com/spreadsheets/d…', 'indices': [0, 23]}]",[],False,505,573,1,Wed Mar 30 12:16:01 +0000 2022,279,,,True,False,726,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1617154818346188801/Ch17PPaY_normal.jpg,https://pbs.twimg.com/profile_images/1617154818346188801/Ch17PPaY_normal.jpg,https://pbs.twimg.com/profile_banners/1509142370658533377/1672425126,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Feb 26 13:23:08 +0000 2023,1629834450446974976,1629834450446974976,"Halftime und Bielefeld.
No goals yet.
#DSCFCH | 0:0 https://t.co/E2pI7otpHg",False,"[0, 51]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,0,0,False,False,False,en,en,recent,1320776180476354561,1320776180476354561,Arminia International,arminia_int,"Bielefeld, Germany","This is the official international Account of #2Bundesliga-Team DSC Arminia Bielefeld!🌍 #arminiainternational 
🏟 #SchücoArena
📍#Bielefeld",https://t.co/r97jDZl16n,"[{'url': 'https://t.co/r97jDZl16n', 'expanded_url': 'http://www.arminia.de', 'display_url': 'arminia.de', 'indices': [0, 23]}]",[],False,2790,161,48,Mon Oct 26 17:16:07 +0000 2020,320,,,True,False,1690,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1437407507979309059/Pt-lloLZ_normal.png,https://pbs.twimg.com/profile_images/1437407507979309059/Pt-lloLZ_normal.png,https://pbs.twimg.com/profile_banners/1320776180476354561/1603734294,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Feb 26 13:12:12 +0000 2023,1629831698228690944,1629831698228690944,"FREE Tip: A German Bundesliga 2 prediction

InPlay Betting Tip - Arminia Bielefeld v FC Heidenheim

Live Score: 0-0

INPLAY TIP: OVER 0.5 GOALS

An InPlay football tip, generated by football stats for betting from BetBugler",False,"[0, 223]","<a href=""https://www.bfbotmanager.com"" rel=""nofollow"">Bf Bot Manager</a>",,,,,,,,,,False,,,1,1,False,False,,en,en,recent,1367633771059703810,1367633771059703810,BetBugler - Free Live Score InPlay Football Tips,BetBugler,Free Football Tips & Stats →,"18/21+ Only 🔞 https://t.co/IHyOoTURT2

⚽ Free InPlay Tips ⚽ Powered by Live Stats Betting Data ⚽

💸🏆PREMIUM CHANNEL ⏩ https://t.co/BMFPyVaggm🏆💸
'",https://t.co/BnSNWAQK68,"[{'url': 'https://t.co/BnSNWAQK68', 'expanded_url': 'https://betbugler.com', 'display_url': 'betbugler.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/IHyOoTURT2', 'expanded_url': 'http://Gambleaware.co.uk', 'display_url': 'Gambleaware.co.uk', 'indices': [14, 37]}, {'url': 'https://t.co/BMFPyVaggm', 'expanded_url': 'https://t.me/BetBugler_Subcriptions_bot', 'display_url': 't.me/BetBugler_Subc…', 'indices': [118, 141]}]",False,1329,0,6,Fri Mar 05 00:31:33 +0000 2021,241,,,False,False,10311,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1443288299863482371/unYS4rZg_normal.jpg,https://pbs.twimg.com/profile_images/1443288299863482371/unYS4rZg_normal.jpg,https://pbs.twimg.com/profile_banners/1367633771059703810/1632942010,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Feb 26 12:45:35 +0000 2023,1629825000575324161,1629825000575324161,Arminia Bielefeld vs Heidenheim is on beIN Sports Turkey 4 HD. With commentary from Mustafa İyi.  For more details see https://t.co/CwhaEH8JAf #ArminiaBielefeld #Heidenheim #beINSportsTurkeyHD,False,"[0, 192]","<a href=""https://icdb.tv"" rel=""nofollow"">ICDB2022</a>",,,,,,,,,,False,,,0,0,False,False,False,en,en,recent,1183712712146198528,1183712712146198528,Internet Commentator Database ICDb,ICDb_tv,UK,Internet Commentator Database,https://t.co/NZTJcBgu2b,"[{'url': 'https://t.co/NZTJcBgu2b', 'expanded_url': 'https://www.icdb.tv', 'display_url': 'icdb.tv', 'indices': [0, 23]}]",[],False,1939,5004,20,Mon Oct 14 11:54:42 +0000 2019,32336,,,False,False,269765,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1183713659471745024/rrBuraMz_normal.jpg,https://pbs.twimg.com/profile_images/1183713659471745024/rrBuraMz_normal.jpg,https://pbs.twimg.com/profile_banners/1183712712146198528/1675285658,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Feb 26 12:45:34 +0000 2023,1629824994413772800,1629824994413772800,Arminia Bielefeld vs Heidenheim is on beIN Sports Turkey 4 HD. With commentary from Mustafa İyi.  For more details see https://t.co/3iwwSXp1IC #ArminiaBielefeld #Heidenheim #beINSportsTurkeyHD,False,"[0, 192]","<a href=""https://icdb.tv"" rel=""nofollow"">ICDB2022</a>",,,,,,,,,,False,,,0,0,False,False,False,en,en,recent,1183712712146198528,1183712712146198528,Internet Commentator Database ICDb,ICDb_tv,UK,Internet Commentator Database,https://t.co/NZTJcBgu2b,"[{'url': 'https://t.co/NZTJcBgu2b', 'expanded_url': 'https://www.icdb.tv', 'display_url': 'icdb.tv', 'indices': [0, 23]}]",[],False,1939,5004,20,Mon Oct 14 11:54:42 +0000 2019,32336,,,False,False,269765,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1183713659471745024/rrBuraMz_normal.jpg,https://pbs.twimg.com/profile_images/1183713659471745024/rrBuraMz_normal.jpg,https://pbs.twimg.com/profile_banners/1183712712146198528/1675285658,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Feb 26 12:19:05 +0000 2023,1629818330088341507,1629818330088341507,Arminia Bielefeld vs Heidenheim is on Tivibu GO. With commentary from Koray Aldemir.  For more details see https://t.co/3iwwSXp1IC #ArminiaBielefeld #Heidenheim #TivibuGO,False,"[0, 170]","<a href=""https://icdb.tv"" rel=""nofollow"">ICDB2022</a>",,,,,,,,,,False,,,0,0,False,False,False,en,en,recent,1183712712146198528,1183712712146198528,Internet Commentator Database ICDb,ICDb_tv,UK,Internet Commentator Database,https://t.co/NZTJcBgu2b,"[{'url': 'https://t.co/NZTJcBgu2b', 'expanded_url': 'https://www.icdb.tv', 'display_url': 'icdb.tv', 'indices': [0, 23]}]",[],False,1939,5004,20,Mon Oct 14 11:54:42 +0000 2019,32336,,,False,False,269765,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1183713659471745024/rrBuraMz_normal.jpg,https://pbs.twimg.com/profile_images/1183713659471745024/rrBuraMz_normal.jpg,https://pbs.twimg.com/profile_banners/1183712712146198528/1675285658,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Feb 26 12:19:03 +0000 2023,1629818322454822915,1629818322454822915,Arminia Bielefeld vs Heidenheim is on Tivibu GO. With commentary from Koray Aldemir.  For more details see https://t.co/CwhaEH8JAf #ArminiaBielefeld #Heidenheim #TivibuGO,False,"[0, 170]","<a href=""https://icdb.tv"" rel=""nofollow"">ICDB2022</a>",,,,,,,,,,False,,,0,0,False,False,False,en,en,recent,1183712712146198528,1183712712146198528,Internet Commentator Database ICDb,ICDb_tv,UK,Internet Commentator Database,https://t.co/NZTJcBgu2b,"[{'url': 'https://t.co/NZTJcBgu2b', 'expanded_url': 'https://www.icdb.tv', 'display_url': 'icdb.tv', 'indices': [0, 23]}]",[],False,1939,5004,20,Mon Oct 14 11:54:42 +0000 2019,32336,,,False,False,269765,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1183713659471745024/rrBuraMz_normal.jpg,https://pbs.twimg.com/profile_images/1183713659471745024/rrBuraMz_normal.jpg,https://pbs.twimg.com/profile_banners/1183712712146198528/1675285658,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Feb 26 10:18:23 +0000 2023,1629787957044424704,1629787957044424704,"🆚 Arminia Bielefeld v Heidenheim
🏆 Germany 2. Bundesliga
📆 12:30
🧠 Prediction: Away Win

📊 Top Scorelines:
🔸 0-1 (27.18%)
🔸 1-2 (24.27%)
🔸 0-2 (14.56%)",False,"[0, 151]","<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">OddAlerts</a>",,,,,,,,,,False,,,0,0,False,False,,en,en,recent,1587426624730853378,1587426624730853378,Football Predictions Engine,predictions_bot,,Running thousands of simulations using the OddAlerts probability model. Generate your own predictions on-demand with OddAlerts Pro.,,,[],False,999,1,5,Tue Nov 01 12:49:48 +0000 2022,0,,,False,False,3027,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1587426991644385281/hD2CUaj1_normal.jpg,https://pbs.twimg.com/profile_images/1587426991644385281/hD2CUaj1_normal.jpg,https://pbs.twimg.com/profile_banners/1587426624730853378/1667308885,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
